"X","user.self","sys.self","elapsed","user.child","sys.child","Set","Pattern","Mesh"
9,0.526,0.661999999999999,19.122,29.072,3.702,"Set2","Pattern9","Mesh12"
10,0.536999999999999,0.761000000000001,29.255,47.9299999999999,4.406,"Set2","Pattern10","Mesh12"
11,0.516999999999999,0.722999999999999,12.9,17.386,3.313,"Set3","Pattern11","Mesh12"
12,0.479999999999997,0.743,13.569,19.12,3.184,"Set3","Pattern12","Mesh12"
13,0.499000000000002,0.741000000000001,23.358,38.257,3.394,"Set3","Pattern13","Mesh12"
14,0.480999999999998,0.743,12.975,17.989,3.19500000000001,"Set3","Pattern14","Mesh12"
15,0.490000000000002,0.741,24.704,40.9019999999999,3.42700000000001,"Set3","Pattern15","Mesh12"
16,0.458000000000002,0.73,15.569,22.576,3.27300000000001,"Set4","Pattern16","Mesh12"
17,0.510999999999996,0.73,13.562,18.857,3.19,"Set4","Pattern17","Mesh12"
18,0.475999999999999,0.734999999999999,20.995,33.514,3.324,"Set4","Pattern18","Mesh12"
19,0.465999999999994,0.718,20.164,32.329,3.202,"Set4","Pattern19","Mesh12"
20,0.460999999999999,0.733999999999998,13.221,18.5409999999999,3.071,"Set4","Pattern20","Mesh12"
1,0.843,0.68,25.763,41.942,3.711,"Set1","Pattern1","Mesh13"
2,0.57,0.669,26.48,43.611,3.88,"Set1","Pattern2","Mesh13"
3,0.541999999999998,0.675,26.124,42.728,4.083,"Set1","Pattern3","Mesh13"
4,0.538,0.678999999999999,27.003,44.356,3.992,"Set1","Pattern4","Mesh13"
5,0.532999999999998,0.669,25.105,40.616,3.92,"Set1","Pattern5","Mesh13"
6,0.527999999999999,0.668,20.759,32.536,3.761,"Set2","Pattern6","Mesh13"
7,0.550999999999998,0.768999999999999,28.928,47.664,4.119,"Set2","Pattern7","Mesh13"
8,0.547000000000001,0.729000000000001,26.915,44.29,3.913,"Set2","Pattern8","Mesh13"
9,0.492999999999999,0.755000000000001,21.736,34.101,3.776,"Set2","Pattern9","Mesh13"
10,0.541,0.756,31.978,53.915,4.388,"Set2","Pattern10","Mesh13"
11,0.491,0.718999999999999,13.581,18.907,3.293,"Set3","Pattern11","Mesh13"
12,0.495000000000001,0.744,25.319,42.116,3.42599999999999,"Set3","Pattern12","Mesh13"
13,0.503,0.767000000000001,29.69,50.314,3.515,"Set3","Pattern13","Mesh13"
14,0.501999999999995,0.779,14.244,20.239,3.169,"Set3","Pattern14","Mesh13"
15,0.500999999999998,0.786999999999999,31.852,54.871,3.58800000000001,"Set3","Pattern15","Mesh13"
16,0.469000000000001,0.731999999999999,13.806,19.6869999999999,3.029,"Set4","Pattern16","Mesh13"
17,0.484999999999999,0.728999999999999,14.518,20.954,3.068,"Set4","Pattern17","Mesh13"
18,0.463000000000001,0.748999999999999,20.2,32.186,3.17800000000001,"Set4","Pattern18","Mesh13"
